time,lat,lng,weight
2016-04-24-04:32:40.161,0.2779459855555556,0.3769687724795131,-88
2016-04-24-04:42:03.147,0.2779389533333333,0.3769726453594931,-86
2016-04-18-06:29:15.338,0.2779206533333333,0.3769613689074817,-127
2016-04-24-05:20:55.144,0.2779309336111111,0.37696206788372716,-81
2016-04-18-06:22:04.838,0.27792894055555556,0.37696796293001117,-90
2016-04-24-04:30:09.154,0.27794401444444444,0.37696959115106754,-84
2016-04-24-04:26:45.143,0.27793645916666665,0.37696829762686046,-74
2016-04-24-04:45:39.833,0.27793778333333335,0.3769751808929827,-86
2016-04-24-04:29:11.156,0.27794155444444446,0.37696895971939176,-127
2016-04-18-06:19:25.617,0.27792769944444445,0.37697036237148196,-83
2016-04-24-07:57:00.092,0.2779222411111111,0.3769618883035972,-72
2016-04-24-05:15:23.644,0.2779374275,0.3769674555914956,-86
2016-04-24-04:38:50.176,0.27794053333333335,0.3769678913916942,-89
2016-04-24-05:19:38.148,0.2779339430555555,0.37696179230847393,-84
2016-04-24-05:19:19.149,0.27793445222222224,0.376961918233628,-127
2016-04-24-07:57:06.021,0.2779223444444444,0.37696252559346377,-69
2016-04-24-05:22:45.881,0.27792928333333333,0.37696327384119427,-50
2016-04-21-11:42:56.598,0.27793074055555556,0.37696200291369536,-127
2016-04-24-04:26:20.138,0.2779356841666667,0.3769687702895722,-85
2016-04-19-12:29:54.105,0.2779319547222222,0.37696616935591004,-78
2016-04-24-04:52:54.268,0.27793348,0.3769733180248107,-82
2016-04-18-06:19:05.341,0.27792707,0.3769716661044076,-127
2016-04-24-05:20:00.173,0.27793296749999996,0.3769617988784836,-78
2016-04-24-04:46:37.057,0.2779370547222222,0.3769753845520859,-76
2016-04-24-04:41:10.172,0.27793927194444445,0.3769711022006189,-85
2016-04-18-06:18:04.427,0.2779260663888889,0.3769731869957372,-82
2016-04-24-05:20:47.168,0.27793107694444447,0.3769621843187411,-80
2016-04-24-04:40:58.163,0.27793941666666666,0.37697081751083517,-84
2016-04-24-04:37:38.163,0.27794119444444443,0.37696525248919677,-127
2016-04-24-04:25:14.154,0.277934185,0.3769699973834195,-80
2016-04-24-05:14:55.120,0.2779382688888889,0.376967470921164,-64.99999999999999
2016-04-24-04:52:39.164,0.27793440472222225,0.37697352205044315,-90
2016-04-24-05:06:16.421,0.27793316888888886,0.3769734994214906,-77
2016-04-24-05:19:32.151,0.27793410138888885,0.3769618747985821,-87
2016-04-20-11:16:27.917,0.27793248277777777,0.3769651156158863,-68
2016-04-24-08:30:10.160,0.2779346261111111,0.3769742425260064,-72
2016-04-24-04:41:27.151,0.27793910583333337,0.3769715733979838,-127
2016-04-24-04:52:58.157,0.2779331286111111,0.3769734946767099,-85
2016-04-24-04:53:01.184,0.27793299944444444,0.37697360563155674,-85
2016-04-21-11:29:36.212,0.2779321975,0.37696475901492954,-60
2016-04-24-04:43:08.965,0.27793875472222224,0.3769732793365679,-54
2016-04-24-04:34:22.138,0.2779461544444445,0.37696603540306495,-87
2016-04-24-05:15:45.623,0.2779373163888889,0.3769673712783025,-79
2016-04-24-05:16:25.662,0.2779367752777778,0.37696572953771124,-82
2016-04-24-05:01:33.063,0.2779312261111111,0.3769735636585121,-60
2016-04-18-06:22:36.093,0.2779280691666667,0.3769688863564154,-82
2016-04-24-04:41:20.160,0.2779391463888889,0.3769712255660892,-85
2016-04-24-04:37:12.169,0.2779418563888889,0.3769646079064865,-127
2016-04-19-11:57:53.916,0.27793323416666665,0.376961278752176,-76
2016-04-24-04:44:52.417,0.2779382688888889,0.37697437391949806,-89
2016-04-24-04:40:54.155,0.27793942694444446,0.3769706145779159,-79
2016-04-24-04:26:56.150,0.27793678,0.37696808629706,-77
2016-04-24-04:25:43.130,0.27793471305555556,0.376969548447358,-88
2016-04-24-05:06:35.151,0.27793309972222224,0.37697275229989746,-84
2016-04-24-04:34:51.340,0.27794482611111115,0.37696534921295677,-127
2016-04-18-06:17:10.112,0.2779241836111111,0.376972178544008,-87
2016-04-24-08:30:15.159,0.2779347475,0.37697411259237323,-76
2016-04-24-04:34:17.162,0.2779463413888889,0.3769660992770465,-87
2016-04-24-04:23:41.157,0.27793353499999995,0.3769730716608959,-77
2016-04-24-04:45:28.165,0.2779382688888889,0.3769749491301776,-83
2016-04-24-04:26:04.173,0.2779351505555555,0.37696900607310185,-79
2016-04-24-05:20:42.259,0.27793154583333335,0.37696225476372275,-79
2016-04-24-05:23:09.776,0.2779289191666666,0.3769625124534832,-52
2016-04-24-04:29:52.156,0.27794331333333333,0.376969545527446,-82
2016-04-24-04:29:21.160,0.2779419722222222,0.3769690330823462,-127
2016-04-24-04:45:49.425,0.27793778333333335,0.37697546849754515,-88
2016-04-24-04:42:10.155,0.27793868083333334,0.37697255630328463,-85
2016-04-24-08:29:49.917,0.27793450472222225,0.3769743720945889,-74
2016-04-24-04:25:34.158,0.27793457666666666,0.3769696531991792,-80
2016-04-18-06:39:42.941,0.2779219525,0.3769562402224307,-84
2016-04-24-04:25:54.159,0.2779349361111111,0.3769692776253692,-89
2016-04-24-04:40:28.157,0.27793976916666663,0.3769694849392636,-75
2016-04-24-05:16:30.665,0.27793659972222223,0.3769654671063938,-86
2016-04-24-04:53:29.973,0.2779326833333333,0.376973731185665,-68
2016-04-24-04:20:52.312,0.27793667944444445,0.37697653095259326,-79
2016-04-24-04:27:26.203,0.2779376575,0.37696790234143784,-75
2016-04-24-05:19:46.553,0.27793353694444445,0.37696179486347775,-85
2016-04-24-03:43:01.329,0.2779759147222222,0.3770089075293328,-56
2016-04-24-05:17:41.162,0.27793684472222224,0.3769636311743053,-87
2016-04-24-04:27:56.162,0.27793889694444446,0.37696813849079275,-87
2016-04-24-04:28:40.150,0.2779405452777778,0.37696854472554997,-80
2016-04-24-04:25:22.149,0.2779342933333333,0.3769698663525727,-76
2016-04-19-12:01:38.753,0.2779334961111111,0.3769619054586153,-85
2016-04-24-07:53:26.542,0.27792175527777774,0.37695579235622345,-58
2016-04-24-04:45:11.566,0.2779382688888889,0.3769749491301776,-76
2016-04-18-06:31:01.188,0.2779204022222222,0.37696161528314787,-84
2016-04-24-04:30:36.149,0.27794489722222226,0.3769698156191619,-85
2016-04-19-12:31:34.909,0.27792928333333333,0.3769661500112258,-71.00000000000001
2016-04-24-04:29:06.237,0.27794139,0.37696884766747374,-127
2016-04-24-04:51:53.157,0.2779353697222222,0.37697442100214873,-80
2016-04-24-04:40:33.147,0.27793969500000004,0.376969687873117,-82
2016-04-20-11:29:45.133,0.2779321705555555,0.3769649488128421,-65.99999999999999
2016-04-24-04:43:24.945,0.2779383902777778,0.3769736687736018,-77
2016-04-24-05:23:13.473,0.27792904055555556,0.3769626701332033,-51
2016-04-18-06:28:46.602,0.27792124333333335,0.37696196349366773,-88
2016-04-19-12:40:58.026,0.27792151750000005,0.3769562551877911,-81
2016-04-24-04:27:07.207,0.27793710972222224,0.3769678939466344,-72
2016-04-24-05:21:13.159,0.27793019555555554,0.37696206021872425,-127
2016-04-24-04:38:59.225,0.2779403438888889,0.3769682129489657,-127
2016-04-24-04:29:47.469,0.2779431322222222,0.37696944844035113,-76
2016-04-18-08:37:47.065,0.2779217588888889,0.3769561668556508,-52
2016-04-19-11:57:47.133,0.27793316888888886,0.3769617072633332,-73
2016-04-24-04:29:01.147,0.2779412175,0.3769687921889807,-84
2016-04-24-07:57:28.020,0.27792281944444447,0.37696170616833113,-64.99999999999999
2016-04-24-04:32:36.167,0.27794605055555555,0.37696894037492756,-88
2016-04-18-08:36:26.293,0.2779213833333333,0.37695572592449145,-57
2016-04-24-05:06:45.217,0.2779332236111111,0.3769724260037738,-84
2016-04-24-04:45:34.320,0.2779381475,0.3769750790633678,-127
2016-04-24-04:33:32.138,0.2779467944444445,0.3769670989939399,-127
2016-04-24-04:32:49.183,0.27794606666666666,0.376968437418321,-84
2016-04-24-05:16:21.663,0.2779371775,0.3769660890572106,-85
2016-04-24-04:30:05.150,0.2779438313888889,0.37696960684559133,-84
2016-04-24-04:46:06.423,0.27793778333333335,0.37697546849754515,-90
2016-04-24-04:41:43.260,0.27793906777777777,0.37697216759445507,-86
2016-04-24-05:20:25.191,0.277932305,0.37696197772867834,-81
2016-04-19-12:03:48.723,0.27793345,0.37696210839873834,-81
2016-04-19-11:58:32.752,0.27793318638888886,0.37696175544341654,-71.00000000000001
2016-04-24-05:15:42.625,0.27793722555555556,0.3769672325812119,-127
2016-04-24-04:26:26.204,0.27793583722222226,0.3769687034963639,-83
2016-04-24-04:20:25.034,0.27793656888888885,0.3769753287100905,-79
2016-04-24-04:54:24.747,0.2779312261111111,0.3769735636585121,-85
2016-04-24-04:29:35.153,0.27794253194444446,0.37696908235595994,-76
2016-04-24-05:05:21.314,0.27793171194444444,0.37697333189417925,-80
2016-04-18-06:18:54.092,0.2779271322222222,0.3769720427695173,-78
2016-04-24-04:26:51.164,0.2779366011111111,0.3769681749899,-76
2016-04-24-04:23:39.210,0.2779337027777778,0.37697316619167176,-127
2016-04-24-04:27:30.144,0.2779378327777778,0.3769679282558295,-70
,0.5,0.5,-10000
2016-04-18-06:24:01.064,0.27792928333333333,0.3769661500112258,-80
2016-04-24-04:26:08.149,0.27793531111111114,0.37696890752583373,-82
2016-04-24-04:32:21.149,0.2779461263888889,0.3769695093935318,-85
2016-04-24-05:18:40.173,0.2779359286111111,0.37696194925865606,-80
2016-04-24-05:19:40.173,0.27793376416666665,0.37696178427846183,-84
2016-04-18-06:17:38.265,0.27792508416666667,0.3769727198162983,-84
2016-04-24-05:06:53.183,0.27793329833333336,0.3769720799980141,-81
2016-04-19-12:29:23.136,0.27793231916666666,0.37696520467479566,-65.99999999999999
2016-04-24-07:57:33.021,0.2779227358333333,0.37696190910861904,-75
2016-04-18-06:19:32.373,0.27792737944444446,0.376970367481311,-79
2016-04-18-08:36:23.351,0.2779215405555555,0.3769556562076545,-57
2016-04-24-04:29:38.144,0.2779426816666667,0.37696915717883606,-76
2016-04-24-04:28:46.146,0.27794069388888887,0.37696861735864773,-80
2016-04-24-04:29:16.286,0.27794179,0.37696898782361077,-127
2016-04-24-04:33:05.133,0.27794643500000005,0.3769680001591271,-87
2016-04-24-04:28:15.156,0.2779395941666667,0.37696834544065877,-89
2016-04-24-05:05:57.397,0.2779321975,0.3769733877366291,-81
2016-04-24-05:19:53.415,0.2779333202777778,0.37696180727349554,-76
2016-04-19-12:41:05.753,0.2779213991666667,0.37695610443911926,-75
2016-04-18-06:17:26.173,0.27792453027777775,0.37697266944846197,-86
2016-04-24-04:43:38.353,0.27793851166666667,0.3769741140523021,-88
2016-04-19-11:57:55.732,0.27793296333333334,0.3769615097978929,-76
2016-04-20-12:46:16.795,0.2779318333333333,0.37696572406279094,-69
2016-04-24-05:06:28.196,0.2779327955555555,0.37697294099667483,-84
2016-04-24-04:43:17.443,0.27793851166666667,0.3769732512328404,-68
2016-04-24-05:20:10.194,0.2779324727777778,0.37696195509866093,-78
2016-04-24-04:40:22.177,0.27793995277777783,0.37696917360336685,-80
2016-04-24-04:30:02.159,0.27794365416666666,0.37696961998519196,-83
2016-04-24-04:40:24.138,0.27793985666666665,0.3769693301838378,-76
2016-04-24-07:57:19.018,0.27792248722222224,0.3769615050528804,-69
2016-04-24-04:34:07.178,0.2779467172222222,0.37696611862173474,-86
2016-04-24-05:19:55.180,0.27793314305555555,0.37696181128850126,-76
2016-04-24-04:53:59.251,0.2779319547222222,0.3769730720258797,-79
2016-04-24-04:46:59.493,0.2779368119444444,0.3769750692088867,-89
2016-04-24-05:14:56.819,0.27793754027777773,0.3769676745866669,-77
2016-04-24-05:15:35.644,0.27793716305555555,0.3769674647162983,-127
2016-04-24-05:15:10.659,0.27793775416666666,0.37696757932379144,-80
2016-04-24-04:37:49.151,0.2779407566666667,0.3769657488824286,-85
2016-04-18-06:19:50.352,0.2779278652777778,0.37696949990381595,-69
2016-04-18-04:23:38.699,0.2779241836111111,0.37697189093558914,-57
2016-04-24-05:17:50.154,0.27793669555555556,0.3769633030410594,-74
2016-04-24-04:34:37.433,0.27794581333333335,0.3769659065600686,-127
2016-04-24-04:33:27.137,0.27794671444444446,0.3769672891550346,-127
2016-04-24-04:38:05.153,0.2779406480555555,0.3769663076886079,-88
2016-04-24-05:16:23.665,0.2779369727777778,0.37696590181514117,-83
2016-04-24-07:53:30.489,0.2779219980555555,0.37695610808920926,-60
2016-04-24-04:37:32.153,0.27794142694444446,0.3769649400529417,-127
2016-04-24-04:25:03.196,0.27793391472222223,0.37697025470006,-67
2016-04-24-07:57:12.534,0.27792229444444444,0.3769618142085054,-68
2016-04-18-06:17:54.351,0.2779256905555556,0.3769729417266427,-75
2016-04-21-11:45:23.886,0.2779337752777778,0.3769618247935199,-82
2016-04-18-06:17:27.161,0.27792490194444447,0.3769725789323242,-86
2016-04-24-05:20:45.161,0.2779312597222222,0.376962198918739,-80
2016-04-19-12:29:48.390,0.2779319547222222,0.3769658817404468,-78
2016-04-24-05:21:08.170,0.27793038166666667,0.3769620642337258,-127
2016-04-24-04:34:28.168,0.2779459977777778,0.3769659452494741,-127
2016-04-18-06:24:29.542,0.2779293436111111,0.3769657853818914,-87
2016-04-24-04:38:29.058,0.2779408544444445,0.37696724207101534,-78
2016-04-24-04:27:46.159,0.27793852277777775,0.3769680607476763,-83
2016-04-24-04:52:19.172,0.2779348616666667,0.376973922436567,-89
2016-04-24-04:45:23.680,0.2779382688888889,0.37697466152500636,-83
2016-04-24-05:17:22.178,0.27793700777777774,0.3769644936626019,-84
2016-04-24-07:53:18.600,0.2779219980555555,0.37695582046195075,-59
2016-04-24-04:23:57.156,0.2779334086111111,0.3769723300127733,-81
2016-04-24-04:39:15.167,0.2779402177777778,0.3769687378054458,-80
2016-04-24-05:17:33.166,0.27793704666666663,0.3769639622270909,-85
2016-04-24-04:27:20.184,0.2779374769444445,0.37696788555183053,-75
2016-04-24-04:52:26.204,0.27793474166666665,0.3769737388503033,-89
2016-04-24-04:33:16.153,0.2779465944444444,0.37696762312281923,-127
2016-04-24-04:41:53.215,0.27793910583333337,0.3769723380424403,-86
2016-04-24-04:27:01.136,0.27793694472222225,0.37696798628945716,-82
2016-04-24-05:17:45.172,0.2779367788888889,0.3769634523253158,-87
2016-04-21-11:43:04.819,0.27793230055555557,0.3769614159926281,-81
2016-04-20-12:46:24.862,0.2779319547222222,0.3769655941246465,-70
2016-04-24-07:53:38.490,0.2779219980555555,0.37695582046195075,-60
2016-04-24-04:30:30.966,0.27794473194444447,0.3769698017495945,-87
2016-04-24-04:20:54.456,0.27793667944444445,0.37697653095259326,-81
2016-04-24-04:36:16.126,0.27794356472222226,0.3769649447978877,-78
2016-04-24-05:20:02.155,0.2779327483333333,0.37696187771858547,-75
2016-04-18-06:18:47.735,0.27792704083333336,0.37697225811074453,-78
2016-04-24-05:17:29.167,0.27793708333333333,0.376964136695744,-84
2016-04-24-04:35:07.423,0.27794482611111115,0.37696534921295677,-76
2016-04-24-04:35:29.438,0.2779439958333333,0.3769654605364824,-75
2016-04-18-04:28:56.713,0.27792427527777774,0.376971697128203,-59
2016-04-24-04:40:47.169,0.2779396347222222,0.3769702222161302,-81
2016-04-24-05:06:58.164,0.2779333727777778,0.37697191867448687,-83
2016-04-24-04:26:41.096,0.2779363455555556,0.3769684355933677,-76
2016-04-24-04:52:56.155,0.27793333888888894,0.3769734202201398,-85
2016-04-18-06:17:42.365,0.2779252947222222,0.37697277821377684,-84
2016-04-18-06:28:54.435,0.27792088277777777,0.3769619762686773,-127
2016-04-24-04:32:31.145,0.2779461113888889,0.37696913381950165,-87
2016-04-24-04:40:44.163,0.2779395938888889,0.3769700408170274,-83
2016-04-24-04:28:19.171,0.2779397672222222,0.3769683775598464,-89
2016-04-18-06:29:06.336,0.27792064361111113,0.3769617459534009,-127
2016-04-18-06:28:59.365,0.27792069500000005,0.3769619215186312,-127
2016-04-24-04:41:33.160,0.2779390394444444,0.37697174932116756,-81
2016-04-24-04:33:53.156,0.27794705416666665,0.37696625403451006,-88
2016-04-24-04:37:09.148,0.27794194666666666,0.3769644651928715,-127
2016-04-24-05:20:04.164,0.2779325597222222,0.37696193648364495,-75
2016-04-24-04:39:04.147,0.27794032055555556,0.37696841515389,-127
2016-04-24-04:38:00.153,0.27794067916666665,0.37696612993655176,-88
2016-04-24-05:16:19.655,0.2779373972222222,0.3769663847022925,-85
2016-04-24-05:16:07.657,0.277937295,0.37696676685040753,-85
2016-04-24-04:38:47.163,0.2779406319444444,0.3769677585347642,-86
2016-04-24-04:38:10.152,0.277940655,0.3769665270497974,-127
2016-04-24-04:36:27.212,0.2779435963888889,0.3769650313018891,-81
2016-04-24-05:20:28.177,0.27793210999999995,0.376962125918741,-127
